Boat_ID,Boat wt (g),Stream,Core,Sample_Date,OM_Type,Sorting Date,Dry_Mass,Ashed,Period,NOTES
B01,,WS55,1,3/22/19,LEAF,,18.3086,7.3664,1,
A65,,WS55,1,3/22/19,ROOT,,1.812,1.8113,1,
B64,,WS55,1,3/22/19,MISC,,13.6629,9.0848,1,
A74,,WS55,1,3/22/19,FLWR,,2.4715,1.8445,1,
24SJ,,WS55,1,3/22/19,MOSS,,1.6703,1.6562,1,
B68,,TOWR,2,3/22/19,WOOD,,20.2283,4.3187,1,
B56,,TOWR,2,3/22/19,LEAF,,6.6576,4.033,1,
B16,,TOWR,2,3/22/19,MISC,,9.3465,5.1033,1,
1SJ,,TOWR,2,3/22/19,MOSS,,NA,NA,1,NONE
JE12,,TOWR,2,3/22/19,FLWR,,4.4814,2.02,1,
JE11,,TOWR,2,3/22/19,ROOT,,2.0365,1.7863,1,
B78,,WS55,2,3/22/19,WOOD,,5.9294,3.7009,1,
E20,,WS55,2,3/22/19,LEAF,,8.7518,4.0399,1,
E6,,WS55,2,3/22/19,MISC,,7.9552,6.0973,1,
E3A,,WS55,2,3/22/19,ROOT,,4.0998,3.7754,1,
SR22,,WS55,2,3/22/19,FLWR,,2.1215,1.699,1,
B,,WS55,2,3/22/19,MOSS,,1.7355,1.7331,1,
B01,,WS55,5,4/12/19,WOOD,,34.335,7.3478,1,
B56,,WS55,5,4/12/19,LEAF,,5.0695,3.9157,1,
24SJ,,WS55,5,4/12/19,ROOT,,1.8154,1.6618,1,
SR22,,WS55,5,4/12/19,MISC,,2.6112,2.3034,1,
JE11,,WS55,5,4/12/19,MOSS,,1.7721,1.7554,1,
JE12,,WS55,5,4/12/19,FLWR,,1.7658,1.7508,1,
73SJ,,WS55,3,4/12/19,WOOD,,1.8588,1.6667,1,
TS21,,WS55,3,4/12/19,LEAF,,1.7424,1.6752,1,
SR11,,WS55,3,4/12/19,ROOT,,1.6638,1.6575,1,
1SJ,,WS55,3,4/12/19,MISC,,2.0505,1.9104,1,
B37,,WS55,3,4/12/19,MOSS,,1.6992,1.6972,1,
B5 ,,WS55,3,4/12/19,FLWR,,1.699,1.6925,1,
AB19,,TOWR,4,4/12/19,WOOD,,6.6899,3.9882,1,
E31,,TOWR,4,4/12/19,LEAF,,4.3452,3.7644,1,
F05,,TOWR,4,4/12/19,ROOT,,9.6465,6.7052,1,
B,,TOWR,4,4/12/19,MISC,,6.3486,5.0845,1,
BM51,,TOWR,4,4/12/19,MOSS,,1.7359,1.7342,1,
3SJ,,TOWR,4,4/12/19,FLWR,,3.8128,1.8133,1,
18SJ,,TOWR,3,4/12/19,WOOD,,2.6312,1.7012,1,
A65,,TOWR,3,4/12/19,LEAF,,3.8099,1.9271,1,
51SJ,,TOWR,3,4/12/19,ROOT,,1.6468,1.6452,1,
37SJ,,TOWR,3,4/12/19,MOSS,,1.6528,1.6524,1,
72SJ,,TOWR,3,4/12/19,FLWR,,1.7049,1.6564,1,
62SJ,,TOWR,3,4/12/19,MISC,,2.5461,2.1063,1,
BM41,,WS55,2,4/12/19,WOOD,,2.1415,1.7426,1,
56SJ,,WS55,2,4/12/19,LEAF,,2.058,1.6632,1,
31SJ,,WS55,2,4/12/19,ROOT,,1.6521,1.6492,1,
74SJ,,WS55,2,4/12/19,MOSS,,1.6589,1.6581,1,
45SJ,,WS55,2,4/12/19,FLWR,,1.8006,1.6577,1,
TS42,,WS55,2,4/12/19,MISC,,1.8692,1.7241,1,
F01,,TOWR,1,4/12/19,ROOT,,12.3096,6.8293,1,
B16,,TOWR,1,4/12/19,LEAF,,11.9771,4.3767,1,
B68,,TOWR,1,4/12/19,WOOD,,14.515,4.5955,1,
44SJ,,TOWR,1,4/12/19,MOSS,,1.6824,1.6588,1,
A74,,TOWR,1,4/12/19,FLWR,,2.1132,1.842,1,
B64,,TOWR,1,4/12/19,MISC,,15.5486,9.1383,1,
E6,,TOWR,5,4/12/19,WOOD,,29.1307,4.968,1,
E20,,TOWR,5,4/12/19,LEAF,,9.1575,4.003,1,
T10,,TOWR,5,4/12/19,ROOT,,12.6252,6.8761,1,
43SJ,,TOWR,5,4/12/19,MOSS,,1.6796,1.6763,1,
JE52,,TOWR,5,4/12/19,FLWR,,4.8523,1.8397,1,
JE51,,TOWR,5,4/12/19,MISC,,7.44,4.1768,1,
E48,,WS55,4,4/12/19,WOOD,,13.1164,4.1426,1,
B48,,WS55,4,4/12/19,LEAF,,13.0681,4.3614,1,
B47,,WS55,4,4/12/19,ROOT,,3.806,3.7323,1,
28SJ,,WS55,4,4/12/19,MOSS,,1.6876,1.6744,1,
14SJ,,WS55,4,4/12/19,FLWR,,1.9707,1.6601,1,
65SJ,,WS55,4,4/12/19,MISC,,10.1397,4.6434,1,
E66,,WS55,1,4/12/19,LEAF,,37.345,15.4792,1,
F05,,WS55,1,4/12/19,WOOD,,44.7376,8.3905,1,
AB19,,WS55,1,4/12/19,MISC,,25.4701,11.2498,1,
E31,,WS55,1,4/12/19,ROOT,,4.1179,3.7453,1,
18SJ,,WS55,1,4/12/19,FLWR,,6.3592,2.9528,1,
62SJ,,WS55,1,4/12/19,MOSS,,1.7081,1.6512,1,
T01,,TOWR,2,4/12/19,ROOT,,16.6384,8.3236,1,
B8,,TOWR,2,4/12/19,WOOD,,12.8502,4.7863,1,
E12,,TOWR,2,4/12/19,LEAF,,3.8154,3.703,1,
R,,TOWR,2,4/12/19,MISC,,38.9515,19.3369,1,
56SJ,,TOWR,2,4/12/19,MOSS,,NA,NA,1,NONE
72SJ,,TOWR,2,4/12/19,FLWR,,1.7977,1.667,1,
SR12,,WS55,4,5/15/19,WOOD,,3.3282,1.7078,2,
44SJ,,WS55,4,5/15/19,LEAF,,2.8646,1.7133,2,
E6,,WS55,4,5/15/19,ROOT,,4.7089,3.8636,2,
C,,WS55,4,5/15/19,MOSS,,1.7497,1.7443,2,
A3,,WS55,4,5/15/19,FLWR,,1.8267,1.6996,2,
45SJ,,WS55,4,5/15/19,MISC,,2.7399,1.9071,2,
T10,,WS55,3,5/15/19,WOOD,,14.9645,6.8583,2,
28SJ,,WS55,3,5/15/19,LEAF,,2.9458,1.7462,2,
B7,,WS55,3,5/15/19,ROOT,,6.8519,3.8208,2,
62SJ,,WS55,3,5/15/19,FLWR,,1.6609,1.6465,2,
C3,,WS55,3,5/15/19,MOSS,,NA,NA,2,NONE
14SJ,,WS55,3,5/15/19,MISC,,7.9866,3.0132,2,
JS21,,WS55,5,5/15/19,WOOD,,4.2798,1.7688,2,
AB21,,WS55,5,5/15/19,LEAF,,6.2586,3.9538,2,
JE51,,WS55,5,5/15/19,ROOT,,1.7461,1.7392,2,
1SJ,,WS55,5,5/15/19,MOSS,,1.6639,1.661,2,
73SJ,,WS55,5,5/15/19,FLWR,,2.9414,1.7176,2,
B5,,WS55,5,5/15/19,MISC,,4.9299,2.8452,2,
AB18,,WS55,1,5/15/19,WOOD,,12.4005,4.0499,2,
AB22,,WS55,1,5/15/19,LEAF,,4.527,3.826,2,
JE52,,WS55,1,5/15/19,ROOT,,1.9172,1.7364,2,
18SJ,,WS55,1,5/15/19,MOSS,,1.6649,1.6552,2,
43SJ,,WS55,1,5/15/19,FLWR,,1.9915,1.6888,2,
A2 ,,WS55,1,5/15/19,MISC,,6.0842,4.2591,2,
72SJ,,TOWR,1,5/15/19,WOOD,,2.6289,1.6865,2,
56SJ,,TOWR,1,5/15/19,LEAF,,1.9612,1.6614,2,
51SJ,,TOWR,1,5/15/19,ROOT,,1.9368,1.6535,2,
31SJ,,TOWR,1,5/15/19,MOSS,,1.6599,1.6495,2,
JE12,,TOWR,1,5/15/19,FLWR,,2.4569,1.7815,2,
37SJ,,TOWR,1,5/15/19,MISC,,2.4948,1.7912,2,
65SJ,,WS55,2,5/15/19,WOOD,,8.4262,1.8005,2,
B37,,WS55,2,5/15/19,LEAF,,2.5934,1.7417,2,
T01,,WS55,2,5/15/19,ROOT,,9.5045,6.7565,2,
JE11,,WS55,2,5/15/19,MOSS,,NA,NA,2,NONE
Q5,,WS55,2,5/15/19,FLWR,,1.8118,1.732,2,
B8,,WS55,2,5/15/19,MISC,,3.6488,2.5261,2,
E16,,TOWR,4,5/15/19,WOOD,,11.976,4.2503,2,
SR32,,TOWR,4,5/15/19,LEAF,,NA,NA,2,NONE
F81,,TOWR,4,5/15/19,ROOT,,4.3945,3.7406,2,
SSJ,,TOWR,4,5/15/19,MOSS,,NA,NA,2,NONE
27SJ,,TOWR,4,5/15/19,FLWR,,2.1179,1.6597,2,
TS22,,TOWR,4,5/15/19,MISC,,2.7033,2.2098,2,
B66,,TOWR,3,5/15/19,WOOD,,12.2097,4.1583,2,
B32,,TOWR,3,5/15/19,LEAF,,4.3936,3.7862,2,
F05,,TOWR,3,5/15/19,ROOT,,16.4977,7.0306,2,
23SJ,,TOWR,3,5/15/19,MOSS,,1.6643,1.6545,2,
24SJ,,TOWR,3,5/15/19,FLWR,,3.1168,1.7544,2,
SR11,,TOWR,3,5/15/19,MISC,,7.868,4.2889,2,
69SJ,,TOWR,5,5/15/19,WOOD,,2.2308,1.7339,2,
74SJ,,TOWR,5,5/15/19,LEAF,,1.7622,1.6612,2,
BM41,,TOWR,5,5/15/19,ROOT,,1.8715,1.7368,2,
SR32,,TOWR,5,5/15/19,MISC,,2.1139,1.9669,2,
5SJ,,TOWR,5,5/15/19,FLWR,,NA,NA,2,NONE
TS42,,TOWR,5,5/15/19,MOSS,,NA,NA,2,NONE
F01,,TOWR,2,5/15/19,WOOD,,55.239,9.319,2,
E20,,TOWR,2,5/15/19,LEAF,,3.7615,3.7446,2,
B01,,TOWR,2,5/15/19,ROOT,,14.101,6.9376,2,
AB20,,TOWR,2,5/15/19,FLWR,,10.1759,4.2011,2,
AB24,,TOWR,2,5/15/19,MOSS,,NA,NA,2,NONE
AB19,,TOWR,2,5/15/19,MISC,,6.6024,4.3932,2,
T03,,TOWR,4,6/10/19,WOOD,,28.0286,7.1269,2,
E31,,TOWR,4,6/10/19,LEAF,,4.2701,3.7599,2,
B56,,TOWR,4,6/10/19,ROOT,,5.3377,3.8984,2,
14SJ,,TOWR,4,6/10/19,MOSS,,1.6572,1.6469,2,
69SJ,,TOWR,4,6/10/19,FLWR,,4.1554,1.8151,2,
24SJ,,TOWR,4,6/10/19,MISC,,3.4361,2.3976,2,
SR32,,TOWR,1,6/10/19,WOOD,,3.3593,1.7199,2,
C3,,TOWR,1,6/10/19,LEAF,,2.1087,1.699,2,
23SJ,,TOWR,1,6/10/19,ROOT,,1.7845,1.6489,2,
35SJ,,TOWR,1,6/10/19,MOSS,,1.647,1.6441,2,
5SJ,,TOWR,1,6/10/19,FLWR,,2.0496,1.6632,2,
28SJ,,TOWR,1,6/10/19,MISC,,2.7828,2.3094,2,
F07,,WS55,1,6/10/19,WOOD,,45.3734,8.7166,2,
F3,,WS55,1,6/10/19,LEAF,,1.9225,1.6989,2,
2SJ,,WS55,1,6/10/19,ROOT,,NA,NA,2,NONE
B47,,WS55,1,6/10/19,MOSS,,3.7334,3.7287,2,
5D,,WS55,1,6/10/19,FLWR,,3.5568,1.8068,2,
D,,WS55,1,6/10/19,MISC,,4.6968,3.4778,2,
B32,,WS55,2,6/10/19,WOOD,,9.0391,3.9196,2,
TS21,,WS55,2,6/10/19,LEAF,,2.0261,1.6867,2,
18SJ,,WS55,2,6/10/19,ROOT,,1.6578,1.654,2,
1SJ,,WS55,2,6/10/19,MOSS,,1.663,1.6616,2,
62SJ,,WS55,2,6/10/19,FLWR,,NA,NA,2,NONE
F81,,WS55,2,6/10/19,MISC,,5.1583,4.2244,2,
C10,,WS55,4,6/10/19,WOOD,,30.5971,7.6592,2,
AB21,,WS55,4,6/10/19,LEAF,,6.6601,3.9794,2,
B5,,WS55,4,6/10/19,ROOT,,2.0105,1.7037,2,
B37,,WS55,4,6/10/19,MOSS,,NA,NA,2,NONE
43SJ,,WS55,4,6/10/19,FLWR,,NA,NA,2,NONE
AB18,,WS55,4,6/10/19,MISC,,7.1481,3.9784,2,
F01,,WS55,3,6/10/19,WOOD,,37.5869,7.4049,2,
E6,,WS55,3,6/10/19,LEAF,,5.3214,3.9111,2,
32SJ,,WS55,3,6/10/19,ROOT,,1.6557,1.6502,2,
A39,,WS55,3,6/10/19,MOSS,,1.5569,1.5551,2,
A42,,WS55,3,6/10/19,FLWR,,1.5869,1.5371,2,
AB22,,WS55,3,6/10/19,MISC,,5.1781,4.065,2,
F05,,TOWR,2,6/10/19,WOOD,,41.563,8.3182,2,
B01,,TOWR,2,6/10/19,LEAF,,13.055,6.9406,2,
62SJ,,TOWR,2,6/10/19,ROOT,,1.6661,1.6468,2,
435J,,TOWR,2,6/10/19,MOSS,,1.6789,1.6762,2,
JE51,,TOWR,2,6/10/19,FLWR,,5.7283,2.2707,2,
AB19,,TOWR,2,6/10/19,MISC,,10.1171,7.6037,2,
F07,,TOWR,5,6/10/19,WOOD,,39.4325,8.563,2,
AB24,,TOWR,5,6/10/19,LEAF,,4.6793,3.8034,2,
E20,,TOWR,5,6/10/19,ROOT,,4.4396,3.7946,2,
15J,,TOWR,5,6/10/19,MOSS,,1.6613,1.661,2,
25J,,TOWR,5,6/10/19,FLWR,,5.1085,2.0564,2,
E16,,TOWR,5,6/10/19,MISC,,8.9828,6.8563,2,
T03,,TOWR,3,6/10/19,WOOD,,32.794,7.649,2,
E66,,TOWR,3,6/10/19,LEAF,,45.703,16.168,2,
P0,,TOWR,3,6/10/19,MOSS,,NA,NA,2,NONE
14SJ,,TOWR,3,6/10/19,ROOT,,1.7055,1.649,2,
B32,,TOWR,3,6/10/19,FLWR,,5.6328,3.9913,2,
B47,,TOWR,3,6/10/19,MISC,,15.7125,8.0079,2,
C10,,WS55,5,6/10/19,WOOD,,33.7499,7.6023,2,
F01,,WS55,5,6/10/19,LEAF,,20.483,7.3023,2,
F81,,WS55,5,6/10/19,ROOT,,6.2279,3.7979,2,
A2,,WS55,5,6/10/19,MOSS,,1.7013,1.6971,2,
AB21,,WS55,5,6/10/19,FLWR,,9.4969,3.967,2,
AB18,,WS55,5,6/10/19,MISC,,10.0797,4.6522,2,
E20,,TOWR,5,7/18/19,WOOD,,5.4036,3.795,2,
AB24,,TOWR,5,7/18/19,LEAF,,3.8458,3.767,2,
E31,,TOWR,5,7/18/19,ROOT,,3.9803,3.7529,2,
435J,,TOWR,5,7/18/19,MOSS,,1.676,1.6758,2,
E16,,TOWR,5,7/18/19,FLWR,,5.6042,3.8501,2,
E6,,TOWR,5,7/18/19,MISC,,5.0665,4.3142,2,
B68,,TOWR,2,7/18/19,WOOD,,7.6321,3.8144,2,
B48,,TOWR,2,7/18/19,LEAF,,4.1512,3.8636,2,
AB22,,TOWR,2,7/18/19,ROOT,,3.8301,3.7938,2,
G2S5,,TOWR,2,7/18/19,MOSS,,NA,NA,2,NONE
B56,,TOWR,2,7/18/19,FLWR,,5.032,3.8894,2,
R,,TOWR,2,7/18/19,MISC,,5.6536,4.6584,2,
AB19,,TOWR,3,7/18/19,WOOD,,5.8595,3.8096,2,
31SJ,,TOWR,3,7/18/19,LEAF,,1.6828,1.6505,2,
AB20,,TOWR,3,7/18/19,ROOT,,6.1053,4.0726,2,
BM32,,TOWR,3,7/18/19,MOSS,,NA,NA,2,NONE
TS42,,TOWR,3,7/18/19,FLWR,,2.6843,1.7333,2,
B66,,TOWR,3,7/18/19,MISC,,8.7202,7.3389,2,
E48,,TOWR,4,7/18/19,WOOD,,13.1559,3.9841,2,
B16,,TOWR,4,7/18/19,LEAF,,4.9195,3.874,2,
T10,,TOWR,4,7/18/19,ROOT,,10.102,6.729,2,
A40,,TOWR,4,7/18/19,MOSS,,NA,NA,2,NONE
B78,,TOWR,4,7/18/19,FLWR,,3.9911,3.6603,2,
E12,,TOWR,4,7/18/19,MISC,,7.1494,5.5007,2,
B8,,TOWR,1,7/18/19,WOOD,,9.534,3.954,2,
B64,,TOWR,1,7/18/19,LEAF,,4.2632,3.6539,2,
F07,,TOWR,1,7/18/19,ROOT,,16.3809,7.084,2,
1SJ,,TOWR,1,7/18/19,MOSS,,NA,NA,2,NONE
255,,TOWR,1,7/18/19,FLWR,,3.431,1.8045,2,
B7,,TOWR,1,7/18/19,MISC,,10.1268,6.5506,2,
2853,,WS55,5,7/18/19,WOOD,,3.9378,1.7594,2,
B12,,WS55,5,7/18/19,LEAF,,4.4231,3.6887,2,
B77,,WS55,5,7/18/19,ROOT,,6.1862,4.6448,2,
SR11,,WS55,5,7/18/19,MOSS,,NA,NA,2,NONE
A65,,WS55,5,7/18/19,FLWR,,1.8911,1.8137,2,
A74,,WS55,5,7/18/19,MISC,,3.1408,2.6016,2,
C01,,WS55,4,7/18/19,WOOD,,11.8509,6.7822,2,
A21,,WS55,4,7/18/19,LEAF,,1.9276,1.8263,2,
A06,,WS55,4,7/18/19,ROOT,,1.9951,1.8244,2,
B9,,WS55,4,7/18/19,MOSS,,1.6989,1.6943,2,
A43,,WS55,4,7/18/19,FLWR,,2.2553,1.8173,2,
A44,,WS55,4,7/18/19,MISC,,4.8652,3.0622,2,
SR11,,WS55,3,7/18/19,WOOD,,1.9527,1.6749,2,
Q9,,WS55,3,7/18/19,LEAF,,1.7608,1.745,2,
Q5,,WS55,3,7/18/19,ROOT,,1.7279,1.7245,2,
3.35E+03,,WS55,3,7/18/19,MOSS,,NA,NA,2,NONE
B37,,WS55,3,7/18/19,FLWR,,1.7028,1.6972,2,
A58,,WS55,3,7/18/19,MISC,,4.7254,4.3098,2,
65SJ,,WS55,2,7/18/19,WOOD,,2.4279,1.6747,2,
37SJ,,WS55,2,7/18/19,LEAF,,2.1253,1.6767,2,
C,,WS55,2,7/18/19,ROOT,,NA,NA,2,NONE
SR12,,WS55,2,7/18/19,MOSS,,1.6667,1.6653,2,
56SJ,,WS55,2,7/18/19,FLWR,,2.362,1.7104,2,
S1SJ,,WS55,2,7/18/19,MISC,,3.5012,2.8608,2,
B47,,WS55,1,7/18/19,WOOD,,6.7919,3.8785,2,
B56,,WS55,1,7/18/19,LEAF,,5.477,3.9165,2,
B48,,WS55,1,7/18/19,ROOT,,3.9517,3.8508,2,
C,,WS55,1,7/18/19,MOSS,,1.7445,1.744,2,
AB24,,WS55,1,7/18/19,FLWR,,6.5543,4.2123,2,
AB18,,WS55,1,7/18/19,MISC,,6.8945,5.3856,2,
B69,,TOWR,5,8/18/19,WOOD,,5.6445,3.6813,2,
B8,,TOWR,5,8/18/19,LEAF,,4.061,3.7495,2,
F07,,TOWR,5,8/18/19,ROOT,,7.6598,6.6683,2,
E12,,TOWR,5,8/18/19,MISC,,5.2008,4.3656,2,
Q9,,TOWR,5,8/18/19,MOSS,,NA,NA,2,NONE
B7,,TOWR,5,8/18/19,FLWR,,5.2218,3.76,2,
710,,TOWR,4,8/18/19,WOOD,,37.691,7.8768,2,
B97,,TOWR,4,8/18/19,LEAF,,4.4896,3.7729,2,
C09,,TOWR,4,8/18/19,ROOT,,9.508,6.852,2,
B77,,TOWR,4,8/18/19,MISC,,11.9884,8.2435,2,
Q9,,TOWR,4,8/18/19,MOSS,,1.7463,1.7444,2,
B12,,TOWR,4,8/18/19,FLWR,,5.8428,3.9792,2,
AB29,,TOWR,3,8/18/19,WOOD,,14.788,4.1177,2,
B78,,TOWR,3,8/18/19,LEAF,,4.6548,3.6822,2,
AB20,,TOWR,3,8/18/19,ROOT,,3.9769,3.8734,2,
B66,,TOWR,3,8/18/19,MISC,,10.8499,9.0652,2,
B37,,TOWR,3,8/18/19,MOSS,,1.6978,1.6965,2,
AB18,,TOWR,3,8/18/19,FLWR,,5.888,3.9236,2,
AB19,,TOWR,2,8/18/19,WOOD,,7.0774,4.0322,2,
A21,,TOWR,2,8/18/19,LEAF,,1.8551,1.8229,2,
56SJ,,TOWR,2,8/18/19,ROOT,,1.7782,1.6516,2,
E20,,TOWR,2,8/18/19,MISC,,6.6382,5.9415,2,
SR12,,TOWR,2,8/18/19,MOSS,,1.6656,1.6652,2,
A93,,TOWR,2,8/18/19,FLWR,,2.0947,1.8056,2,
E98,,TOWR,1,8/18/19,WOOD,,7.6582,3.7641,2,
B16,,TOWR,1,8/18/19,LEAF,,4.1433,3.8423,2,
A07,,TOWR,1,8/18/19,ROOT,,9.307,6.6965,2,
E6,,TOWR,1,8/18/19,MISC,,6.7066,5.6671,2,
S4SJ,,TOWR,1,8/18/19,MOSS,,NA,NA,2,NONE
F81,,TOWR,1,8/18/19,FLWR,,7.2668,3.7942,2,
E31,,WS55,5,8/18/19,WOOD,,13.2058,4.0167,2,
B32,,WS55,5,8/18/19,LEAF,,4.5686,3.8051,2,
B68,,WS55,5,8/18/19,ROOT,,3.719,3.6831,2,
E16,,WS55,5,8/18/19,MISC,,10.5193,5.9545,2,
6553,,WS55,5,8/18/19,MOSS,,1.6574,1.6566,2,
B56,,WS55,5,8/18/19,FLWR,,4.4146,3.8664,2,
B48,,WS55,4,8/18/19,WOOD,,12.2954,3.9984,2,
A58,,WS55,4,8/18/19,LEAF,,1.835,1.8204,2,
A92,,WS55,4,8/18/19,ROOT,,NA,NA,2,NONE
R,,WS55,4,8/18/19,MISC,,5.1225,4.5667,2,
C,,WS55,4,8/18/19,MOSS,,1.7437,1.7434,2,
A06,,WS55,4,8/18/19,FLWR,,1.8487,1.8172,2,
A74,,WS55,3,8/18/19,WOOD,,2.2854,1.8172,2,
AB22,,WS55,3,8/18/19,LEAF,,4.2822,3.8161,2,
Q2,,WS55,3,8/18/19,ROOT,,2.117,1.7535,2,
AB21,,WS55,3,8/18/19,MISC,,6.4669,5.6622,2,
B9,,WS55,3,8/18/19,MOSS,,1.7006,1.6938,2,
A65,,WS55,3,8/18/19,FLWR,,1.8137,1.8112,2,
709,,WS55,2,8/18/19,WOOD,,78.0665,10.8853,2,
F01,,WS55,2,8/18/19,LEAF,,13.004,7.008,2,
703,,WS55,2,8/18/19,ROOT,,7.1281,6.6055,2,
JE12,,WS55,2,8/18/19,MISC,,26.3558,11.0774,2,
Q6,,WS55,2,8/18/19,MOSS,,1.7031,1.6884,2,
C12,,WS55,2,8/18/19,FLWR,,10.35,2.9882,2,
B01,,WS55,1,8/18/19,WOOD,,16.291,6.9455,2,
C10,,WS55,1,8/18/19,LEAF,,7.6729,6.7091,2,
A44,,WS55,1,8/18/19,MISC,,4.6825,2.577,2,
A3 ,,WS55,1,8/18/19,MOSS,,1.6929,1.685,2,
SR32,,WS55,1,8/18/19,ROOT,,NA,NA,2,NONE
F3,,WS55,1,8/18/19,FLWR,,4.86,1.8964,2,
T10,,WS55,1,9/19/19,LEAF,,7.8444,6.6378,2,
B48,,WS55,1,9/19/19,WOOD,,6.221,3.9319,2,
F3,,WS55,1,9/19/19,ROOT,,1.6854,1.6827,2,
A3 ,,WS55,1,9/19/19,MISC,,2.9848,2.2127,2,
G6,,WS55,1,9/19/19,MOSS,,1.6882,1.6856,2,
SR32,,WS55,1,9/19/19,FLWR,,1.978,1.6736,2,
C04,,WS55,2,9/19/19,LEAF,,7.9713,6.7296,2,
F07,,WS55,2,9/19/19,WOOD,,17.1612,7.2447,2,
A58,,WS55,2,9/19/19,ROOT,,2.0754,1.8327,2,
A93,,WS55,2,9/19/19,MISC,,5.0965,3.4102,2,
A06,,WS55,2,9/19/19,MOSS,,NA,NA,2,NONE
A44,,WS55,2,9/19/19,FLWR,,1.9466,1.8314,2,
T04,,TOWR,5,9/19/19,LEAF,,9.0136,6.689,2,
E48,,TOWR,5,9/19/19,WOOD,,10.7154,3.7982,2,
AB19,,TOWR,5,9/19/19,ROOT,,4.6004,3.8179,2,
SR12,,TOWR,5,9/19/19,MISC,,4.9067,3.0222,2,
JE12,,TOWR,5,9/19/19,MOSS,,NA,NA,2,NONE
B9,,TOWR,5,9/19/19,FLWR,,2.5736,1.7196,2,
E31,,WS55,3,9/19/19,LEAF,,4.8078,3.7956,2,
E6,,WS55,3,9/19/19,WOOD,,10.9749,4.2034,2,
A74,,WS55,3,9/19/19,ROOT,,1.8589,1.8063,2,
B12,,WS55,3,9/19/19,MISC,,11.5586,5.6089,2,
A65,,WS55,3,9/19/19,MOSS,,NA,NA,2,NONE
56SJ,,WS55,3,9/19/19,FLWR,,2.0002,1.6585,2,
E20,,WS55,4,9/19/19,LEAF,,4.8838,3.79,2,
A21,,WS55,4,9/19/19,WOOD,,3.263,1.8802,2,
AB22,,WS55,4,9/19/19,ROOT,,4.1931,3.8111,2,
12SJ,,WS55,4,9/19/19,MISC,,4.6249,3.1413,2,
C3,,WS55,4,9/19/19,MOSS,,NA,NA,2,NONE
B5 ,,WS55,4,9/19/19,FLWR,,1.7209,1.6929,2,
F05,,TOWR,4,9/19/19,WOOD,,41.3717,7.5188,2,
AB21,,TOWR,4,9/19/19,LEAF,,4.0427,3.8458,2,
B77,,TOWR,4,9/19/19,ROOT,,4.5322,3.6858,2,
B47,,TOWR,4,9/19/19,MISC,,8.8986,6.4909,2,
C8,,TOWR,4,9/19/19,MOSS,,1.6813,1.679,2,
AB20,,TOWR,4,9/19/19,FLWR,,6.8035,4.1883,2,
701,,TOWR,3,9/19/19,WOOD,,79.425,9.5608,2,
R,,TOWR,3,9/19/19,LEAF,,6.0787,3.8409,2,
B16,,TOWR,3,9/19/19,ROOT,,4.3351,3.8534,2,
B68,,TOWR,3,9/19/19,MISC,,15.5795,12.6611,2,
JE12,,TOWR,3,9/19/19,MOSS,,NA,NA,2,NONE
E16,,TOWR,3,9/19/19,FLWR,,4.9747,3.7947,2,
T03,,TOWR,1,9/19/19,LEAF,,10.262,6.7415,2,
F01,,TOWR,1,9/19/19,WOOD,,8.0835,6.6565,2,
A07,,TOWR,1,9/19/19,ROOT,,8.8984,6.6853,2,
F81,,TOWR,1,9/19/19,MISC,,6.4783,5.3578,2,
325J,,TOWR,1,9/19/19,MOSS,,1.651,1.6504,2,
245J,,TOWR,1,9/19/19,FLWR,,2.6574,1.7186,2,
B56,,TOWR,2,9/19/19,WOOD,,5.0065,3.9069,2,
B32,,TOWR,2,9/19/19,LEAF,,6.5497,3.883,2,
B01,,TOWR,2,9/19/19,ROOT,,10.0918,6.8299,2,
B8,,TOWR,2,9/19/19,MISC,,9.8899,7.532,2,
Q9,,TOWR,2,9/19/19,MOSS,,NA,NA,2,NONE
B66,,TOWR,2,9/19/19,FLWR,,4.0432,3.7259,2,
F10,,WS55,4,9/19/19,WOOD,,45.4237,7.778,2,
705,,WS55,4,9/19/19,LEAF,,16.4419,7.1398,2,
B73,,WS55,4,9/19/19,ROOT,,3.6422,3.6299,2,
AB24,,WS55,4,9/19/19,MISC,,38.2492,13.8543,2,
Q9,,WS55,4,9/19/19,MOSS,,1.7473,1.7375,2,
B7,,WS55,4,9/19/19,FLWR,,25.2032,5.4212,2,
27SJ,,WS55,2,10/17/19,MISC,,5.6508,4.1869,2,
72SJ,,WS55,2,10/17/19,MOSS,,1.662,1.6559,2,
74SJ,,WS55,2,10/17/19,FLWR,,2.0294,1.7973,2,
AB24,,WS55,2,10/17/19,LEAF,,6.018,3.8686,2,
66,,WS55,2,10/17/19,WOOD,,214.5723,21.278,2,
NA,,WS55,2,10/17/19,ROOT,,NA,NA,2,NONE
R8,,WS55,3,10/17/19,MISC,,3.7446,2.8427,2,
NA,,WS55,3,10/17/19,ROOT,,NA,NA,2,NONE
B66,,WS55,3,10/17/19,LEAF,,4.9538,3.7704,2,
6SSJ,,WS55,3,10/17/19,FLWR,,1.7522,1.6635,2,
E17,,WS55,3,10/17/19,MOSS,,1.7462,1.7448,2,
44SJ,,WS55,3,10/17/19,WOOD,,2.8763,1.6953,2,
SSSJ,,WS55,4,10/17/19,ROOT,,1.7053,1.6464,2,
69SJ,,WS55,4,10/17/19,MOSS,,1.6559,1.6555,2,
