Boat_ID,Boat wt (g),Stream,Core,Sample_Date,OM_Type,Sorting Date,Dry_Mass,Ashed,Period,NOTES
Q5,,TOWR,3,3/8/20,MISC,,2.5603,1.953,2,
B9,,TOWR,3,3/8/20,MOSS,,NA,NA,2,NONE
F01,,WS55,2,3/8/20,WOOD,,39.6883,7.8194,2,
B47,,WS55,2,3/8/20,LEAF,,6.9691,3.9243,2,
R,,WS55,2,3/8/20,ROOT,,3.7857,3.7367,2,
5SJ,,WS55,2,3/8/20,MISC,,4.7548,3.5128,2,
14SJ,,WS55,2,3/8/20,MOSS,,1.6433,1.6414,2,
B4,,WS55,2,3/8/20,FLWR,,2.9411,1.7623,2,
T10,,TOWR,4,3/8/20,LEAF,,13.3194,6.9056,2,
AB19,,TOWR,4,3/8/20,ROOT,,4.3561,3.7705,2,
B48,,TOWR,4,3/8/20,WOOD,,7.8872,4.0356,2,
E20,,TOWR,4,3/8/20,FLWR,,6.4765,3.7903,2,
S1SJ,,TOWR,4,3/8/20,MISC,,7.796,5.7442,2,
435J,,TOWR,4,3/8/20,MOSS,,1.6783,1.6764,2,
C04,,WS55,2,4/4/20,LEAF,,13.4811,7.0079,2,
AB20,,WS55,2,4/4/20,MISC,,8.0724,5.9423,2,
1SJ,,WS55,2,4/4/20,WOOD,,2.1346,1.6811,2,
44SJ,,WS55,2,4/4/20,FLWR,,2.0951,1.6619,2,
Q5,,WS55,2,4/4/20,ROOT,,1.7246,1.7238,2,
A12,,WS55,2,4/4/20,MOSS,,1.8088,1.8071,2,
A01,,WS55,4,4/4/20,LEAF,,15.7696,7.1015,2,
B8,,WS55,4,4/4/20,MISC,,8.2079,6.716,2,
A3,,WS55,4,4/4/20,FLWR,,2.3116,1.7029,2,
R8,,WS55,4,4/4/20,WOOD,,11.6988,1.9798,2,
25J,,WS55,4,4/4/20,MOSS,,1.6606,1.6485,2,
255J,,WS55,4,4/4/20,ROOT,,1.6709,1.6636,2,
B78,,WS55,3,4/4/20,LEAF,,6.3273,3.7698,2,
F4,,WS55,3,4/4/20,MISC,,5.5805,2.9802,2,
74SJ,,WS55,3,4/4/20,WOOD,,5.0177,1.7545,2,
G9,,WS55,3,4/4/20,FLWR,,NA,NA,2,NONE
B9,,WS55,3,4/4/20,ROOT,,1.7054,1.6937,2,
72SJ,,WS55,3,4/4/20,MOSS,,1.6772,1.6565,2,
AB22,,TOWR,1,4/4/20,WOOD,,4.2672,3.8059,2,
R,,TOWR,1,4/4/20,LEAF,,4.7048,3.7772,2,
F07,,TOWR,1,4/4/20,ROOT,,13.3753,6.8221,2,
E12,,TOWR,1,4/4/20,MISC,,7.7981,6.5925,2,
A33,,TOWR,1,4/4/20,MOSS,,NA,NA,2,NONE
B68,,TOWR,1,4/4/20,FLWR,,3.7799,3.6863,2,
E66,,TOWR,3,4/4/20,LEAF,,37.5508,15.0413,2,
F05,,TOWR,3,4/4/20,WOOD,,42.8266,7.7571,2,
B01,,TOWR,3,4/4/20,ROOT,,6.6369,6.6279,2,
B47,,TOWR,3,4/4/20,MOSS,,3.7877,3.7367,2,
E48,,TOWR,3,4/4/20,FLWR,,6.9762,3.9806,2,
F81,,TOWR,3,4/4/20,MISC,,12.8635,6.3358,2,
E20,,WS55,5,4/4/20,LEAF,,5.3847,3.828,2,
B66,,WS55,5,4/4/20,WOOD,,7.1962,3.8569,2,
A3,,WS55,5,4/4/20,MISC,,2.7072,2.1447,2,
A31,,WS55,5,4/4/20,FLWR,,NA,NA,2,NONE
A93,,WS55,5,4/4/20,ROOT,,2.0878,1.8058,2,
A13,,WS55,5,4/4/20,MOSS,,NA,NA,2,NONE
A65,,TOWR,4,4/4/20,ROOT,,8.6309,6.6443,2,
G9,,TOWR,4,4/4/20,LEAF,,1.7322,1.6777,2,
B48,,TOWR,4,4/4/20,WOOD,,11.2345,4.102,2,
56SJ,,TOWR,4,4/4/20,MISC,,7.8015,6.9304,2,
43SJ,,TOWR,4,4/4/20,MOSS,,1.6781,1.6767,2,
51SJ,,TOWR,4,4/4/20,FLWR,,4.256,1.9729,2,
AB18,,TOWR,2,4/4/20,LEAF,,4.0796,3.7252,2,
AB19,,TOWR,2,4/4/20,WOOD,,6.2792,3.8214,2,
F02,,TOWR,2,4/4/20,ROOT,,13.372,6.6986,2,
28SJ,,TOWR,2,4/4/20,MISC,,7.4998,5.8596,2,
63SJ,,TOWR,2,4/4/20,MOSS,,1.66,1.6581,2,
A42,,TOWR,2,4/4/20,FLWR,,1.6536,1.5344,2,
AB24,,WS55,1,4/4/20,WOOD,,6.5905,3.9104,2,
B12,,WS55,1,4/4/20,LEAF,,6.5612,3.8193,2,
E31,,WS55,1,4/4/20,ROOT,,3.7486,3.7394,2,
65SJ,,WS55,1,4/4/20,FLWR,,NA,NA,2,NONE
5SJ,,WS55,1,4/4/20,MOSS,,1.647,1.6457,2,
B4,,WS55,1,4/4/20,MISC,,3.4679,3.0123,2,
AB21,,TOWR,5,4/4/20,WOOD,,15.2113,4.1794,2,
E6,,TOWR,5,4/4/20,LEAF,,4.4153,3.8749,2,
B77,,TOWR,5,4/4/20,ROOT,,3.6803,3.6571,2,
B56,,TOWR,5,4/4/20,MISC,,7.8779,4.2033,2,
31SJ,,TOWR,5,4/4/20,MOSS,,1.6496,1.6491,2,
B7,,TOWR,5,4/4/20,FLWR,,4.9849,3.7967,2,
E07,,TOWR,3,6/12/20,LEAF,,10.1782,6.7769,3,
E31,,TOWR,3,6/12/20,MISC,,8.4965,6.0707,3,
E12,,TOWR,3,6/12/20,WOOD,,12.9206,4.0299,3,
Q5,,TOWR,3,6/12/20,ROOT,,1.733,1.7242,3,
B4,,TOWR,3,6/12/20,FLWR,,2.7801,1.7579,3,
A3,,TOWR,3,6/12/20,MOSS,,1.6873,1.6834,3,
A65,,WS55,2,6/12/20,LEAF,,9.566,6.6981,3,
AB21,,WS55,2,6/12/20,MISC,,7.0256,5.3852,3,
AB24,,WS55,2,6/12/20,WOOD,,6.2502,3.8783,3,
B77,,WS55,2,6/12/20,FLWR,,4.5994,3.7737,3,
5SJ,,WS55,2,6/12/20,MOSS,,1.647,1.6459,3,
1SJ,,WS55,2,6/12/20,ROOT,,NA,NA,3,NONE
A01,,WS55,3,6/12/20,WOOD,,15.4467,6.8228,3,
B12,,WS55,3,6/12/20,LEAF,,4.003,3.6726,3,
24SJ,,WS55,3,6/12/20,ROOT,,1.7692,1.6586,3,
SR12,,WS55,3,6/12/20,FLWR,,1.6977,1.6667,3,
B56,,WS55,3,6/12/20,MISC,,3.2714,2.3971,3,
42,,WS55,3,6/12/20,MOSS,,1.6453,1.6442,3,
B68,,WS55,1,6/12/20,LEAF,,5.7827,3.7778,3,
C04,,WS55,1,6/12/20,WOOD,,28.9205,7.1462,3,
25SJ,,WS55,1,6/12/20,FLWR,,1.9853,1.6773,3,
31SJ,,WS55,1,6/12/20,MOSS,,1.6578,1.6498,3,
44SJ,,WS55,1,6/12/20,ROOT,,1.6561,1.654,3,
28SJ,,WS55,1,6/12/20,MISC,,5.5799,3.5595,3,
B78,,TOWR,4,6/12/20,WOOD,,25.9001,7.1255,3,
T10,,TOWR,4,6/12/20,LEAF,,20.7705,7.2203,3,
F01,,TOWR,4,6/12/20,ROOT,,7.9033,6.6457,3,
JE12,,TOWR,4,6/12/20,MISC,,9.1298,5.3995,3,
B8,,TOWR,4,6/12/20,MOSS,,1.6908,1.682,3,
12SJ,,TOWR,4,6/12/20,FLWR,,4.9257,1.8765,3,
F05,,WS55,4,6/12/20,LEAF,,7.7798,6.6648,3,
D01,,WS55,4,6/12/20,WOOD,,33.6619,7.3586,3,
E20,,WS55,4,6/12/20,MISC,,8.6901,7.118,3,
AB22,,WS55,4,6/12/20,FLWR,,3.9621,3.7999,3,
63SJ,,WS55,4,6/12/20,MOSS,,1.6611,1.6583,3,
71SJ,,WS55,4,6/12/20,ROOT,,NA,NA,3,NONE
F81,,WS55,3,6/12/20,WOOD,,NA,NA,3,NONE
E48,,WS55,3,6/12/20,LEAF,,3.8778,3.6247,3,
B47,,WS55,3,6/12/20,ROOT,,3.7934,3.735,3,
AB18,,WS55,3,6/12/20,MISC,,6.3331,5.7112,3,
A42,,WS55,3,6/12/20,MOSS,,NA,NA,3,NONE
B66,,WS55,3,6/12/20,FLWR,,3.866,3.733,3,
B32,,TOWR,5,6/12/20,LEAF,,4.3072,3.7819,3,
F81,,TOWR,5,6/12/20,WOOD,,7.8883,3.8799,3,
A13,,TOWR,5,6/12/20,ROOT,,NA,NA,3,NONE
A39,,TOWR,5,6/12/20,MOSS,,1.5566,1.5559,3,
A42,,TOWR,5,6/12/20,FLWR,,3.3003,1.6681,3,
1SJ,,TOWR,5,6/12/20,MISC,,8.4968,6.8652,3,
E66,,TOWR,1,6/12/20,LEAF,,26.2759,14.5624,3,
B7,,TOWR,1,6/12/20,ROOT,,4.169,3.7249,3,
T04,,TOWR,1,6/12/20,WOOD,,40.5304,7.6837,3,
B37,,TOWR,1,6/12/20,FLWR,,4.9741,1.8494,3,
JE11,,TOWR,1,6/12/20,MOSS,,1.7838,1.7574,3,
B64,,TOWR,1,6/12/20,MISC,,18.304,7.6612,3,
F10,,TOWR,2,6/12/20,LEAF,,7.333,6.6766,3,
B56,,TOWR,2,6/12/20,MISC,,8.6937,7.046,3,
565J,,TOWR,2,6/12/20,FLWR,,2.4149,1.69,3,
185J,,TOWR,2,6/12/20,ROOT,,1.6557,1.6548,3,
25J,,TOWR,2,6/12/20,MOSS,,NA,NA,3,NONE
E6,,TOWR,2,6/12/20,WOOD,,9.3944,4.0859,3,
A13,,TOWR,3,7/15/20,WOOD,,5.1777,1.7084,3,
E20,,TOWR,3,7/15/20,LEAF,,7.0785,3.89,3,
S5SJ,,TOWR,3,7/15/20,MOSS,,1.6469,1.6465,3,
512,,TOWR,3,7/15/20,ROOT,,1.7417,1.6708,3,
B78,,TOWR,3,7/15/20,MISC,,11.6569,7.5359,3,
S12,,TOWR,3,7/15/20,FLWR,,2.5139,1.6844,3,
A93,,TOWR,1,7/15/20,WOOD,,3.1352,1.8655,3,
A65,,TOWR,1,7/15/20,LEAF,,3.4474,1.8848,3,
A21,,TOWR,1,7/15/20,MOSS,,1.8232,1.8226,3,
A74,,TOWR,1,7/15/20,ROOT,,1.9015,1.808,3,
A44,,TOWR,1,7/15/20,FLWR,,2.2498,1.8443,3,
A58,,TOWR,1,7/15/20,MISC,,5.8344,3.5298,3,
B37,,WS55,5,7/15/20,WOOD,,2.5041,1.7241,3,
JE12,,WS55,5,7/15/20,LEAF,,2.2471,1.7752,3,
635J,,WS55,5,7/15/20,ROOT,,1.7018,1.6602,3,
12SJ,,WS55,5,7/15/20,MISC,,4.3137,3.4184,3,
R8,,WS55,5,7/15/20,MOSS,,1.6837,1.6814,3,
JE11,,WS55,5,7/15/20,FLWR,,1.8476,1.7574,3,
AB22,,WS55,2,7/15/20,WOOD,,10.1876,4.0192,3,
B56,,WS55,2,7/15/20,LEAF,,4.9563,3.9063,3,
18SJ,,WS55,2,7/15/20,ROOT,,1.6568,1.6548,3,
56SJ,,WS55,2,7/15/20,MISC,,5.7478,4.6594,3,
37SJ,,WS55,2,7/15/20,MOSS,,1.6549,1.6534,3,
2SJ,,WS55,2,7/15/20,FLWR,,1.7688,1.6504,3,
F01,,TOWR,5,7/15/20,WOOD,,35.335,7.8797,3,
71SJ,,TOWR,5,7/15/20,LEAF,,2.5029,1.6959,3,
B6,,TOWR,5,7/15/20,ROOT,,6.264,3.7636,3,
,,TOWR,5,7/15/20,MISC,,10.2643,6.2474,3,
Q5,,TOWR,5,7/15/20,MOSS,,1.7272,1.7246,3,
A39,,TOWR,5,7/15/20,FLWR,,11.5365,3.5194,3,
BZ,,WS55,4,7/15/20,WOOD,,13.9385,4.0946,3,
B5,,WS55,4,7/15/20,LEAF,,2.7075,1.7591,3,
A06,,WS55,4,7/15/20,MOSS,,1.8204,1.8159,3,
A5,,WS55,4,7/15/20,ROOT,,1.6777,1.6633,3,
,,WS55,4,7/15/20,MISC,,8.4058,5.8118,3,
5,,WS55,4,7/15/20,FLWR,,2.0632,1.7487,3,
E31,,WS55,1,7/15/20,WOOD,,26.6513,7.3605,3,
LIII,,WS55,1,7/15/20,LEAF,,7.624,3.9349,3,
31SJ,,WS55,1,7/15/20,MOSS,,1.6582,1.6499,3,
44SJ,,WS55,1,7/15/20,ROOT,,1.6597,1.6547,3,
,,WS55,1,7/15/20,MISC,,3.3689,2.0414,3,
BM41,,WS55,1,7/15/20,FLWR,,3.7884,1.8607,3,
B66,,WS55,3,7/15/20,WOOD,,4.5748,3.754,3,
B47,,WS55,3,7/15/20,LEAF,,4.4882,3.7671,3,
3A,,WS55,3,7/15/20,MOSS,,1.6881,1.684,3,
1SJ,,WS55,3,7/15/20,ROOT,,1.6655,1.6609,3,
,,WS55,3,7/15/20,MISC,,15.7745,12.7484,3,
B4,,WS55,3,7/15/20,FLWR,,1.7831,1.7117,3,
185j,,TOWR,2,7/15/20,WOOD,,1.7452,1.6569,3,
565j,,TOWR,2,7/15/20,LEAF,,1.6551,1.6502,3,
375j,,TOWR,2,7/15/20,MOSS,,NA,NA,3,NONE
125j,,TOWR,2,7/15/20,ROOT,,NA,NA,3,NONE
635j,,TOWR,2,7/15/20,MISC,,3.2672,3.0301,3,
b37,,TOWR,2,7/15/20,FLWR,,1.734,1.6982,3,
12sj,,TOWR,4,7/15/20,MISC,,2.7173,2.1384,3,
b8,,TOWR,4,7/15/20,WOOD,,2.4994,1.7128,3,
2sj,,TOWR,4,7/15/20,LEAF,,1.8126,1.6531,3,
je12,,TOWR,4,7/15/20,FLWR,,3.0722,1.8044,3,
37sj,,TOWR,4,7/15/20,ROOT,,NA,NA,3,NONE
je11,,TOWR,4,7/15/20,MOSS,,1.7558,1.7551,3,
4500,,WS55,2,8/17/20,LEAF,,8.0771,6.6611,3,
e50,,WS55,2,8/17/20,WOOD,,6.3319,3.8355,3,
25j,,WS55,2,8/17/20,MOSS,,1.6527,1.6471,3,
A42,,WS55,2,8/17/20,MISC,,3.3749,2.5187,3,
18SJ,,WS55,2,8/17/20,FLWR,,1.772,1.6601,3,
G3SJ,,WS55,2,8/17/20,ROOT,,NA,NA,3,NONE
AB19,,WS55,1,8/17/20,LEAF,,4.0206,3.7657,3,
B47,,WS55,1,8/17/20,WOOD,,10.0394,3.9191,3,
G9,,WS55,1,8/17/20,MISC,,5.7877,4.9176,3,
A39,,WS55,1,8/17/20,FLWR,,1.7124,1.5622,3,
A5,,WS55,1,8/17/20,ROOT,,1.669,1.6623,3,
285J,,WS55,1,8/17/20,MOSS,,1.6734,1.672,3,
A65,,TOWR,3,8/17/20,WOOD,,39.414,7.8866,3,
B56,,TOWR,3,8/17/20,LEAF,,4.4063,3.8763,3,
E31,,TOWR,3,8/17/20,ROOT,,3.8237,3.743,3,
AB22,,TOWR,3,8/17/20,MISC,,11.019,7.8297,3,
93SJ,,TOWR,3,8/17/20,MOSS,,NA,NA,3,NONE
E6,,TOWR,3,8/17/20,FLWR,,5.2453,3.8906,3,
B7,,WS55,5,8/17/20,WOOD,,12.568,3.9542,3,
1SJ,,WS55,5,8/17/20,FLWR,,2.7212,1.764,3,
B78,,WS55,5,8/17/20,ROOT,,4.0576,3.6485,3,
Q5,,WS55,5,8/17/20,LEAF,,1.8561,1.7318,3,
5,,WS55,5,8/17/20,MISC,,4.4504,2.9931,3,
A13,,WS55,5,8/17/20,MOSS,,1.5571,1.5556,3,
AB20,,TOWR,4,8/17/20,WOOD,,6.6921,3.9374,3,
B48,,TOWR,4,8/17/20,LEAF,,4.5532,3.883,3,
AB21,,TOWR,4,8/17/20,ROOT,,NA,NA,3,NONE
B77,,TOWR,4,8/17/20,MISC,,11.082,8.8282,3,
B9,,TOWR,4,8/17/20,MOSS,,NA,NA,3,NONE
B12,,TOWR,4,8/17/20,FLWR,,4.0945,3.6756,3,
F05,,TOWR,2,8/17/20,WOOD,,37.8005,8.4953,3,
T10,,TOWR,2,8/17/20,LEAF,,7.0884,6.6,3,
E18,,TOWR,2,8/17/20,ROOT,,5.2912,3.6716,3,
51SJ,,TOWR,2,8/17/20,MOSS,,NA,NA,3,NONE
A12,,TOWR,2,8/17/20,FLWR,,7.6131,2.0436,3,
AB18,,TOWR,2,8/17/20,MISC,,10.2308,6.1499,3,
F01,,WS55,4,8/17/20,WOOD,,14.7858,6.7829,3,
355,,WS55,4,8/17/20,LEAF,,2.0537,1.6599,3,
AB24,,WS55,4,8/17/20,MISC,,6.2535,4.967,3,
A39,,WS55,4,8/17/20,FLWR,,4.9992,2.0114,3,
B32,,WS55,4,8/17/20,ROOT,,4.0573,3.7717,3,
2053,,WS55,4,8/17/20,MOSS,,1.6562,1.6528,3,
1SJ,,WS55,3,8/17/20,WOOD,,2.0425,1.6686,3,
A13,,WS55,3,8/17/20,LEAF,,1.7339,1.564,3,
AB19,,WS55,3,8/17/20,ROOT,,3.9946,3.7647,3,
B78,,WS55,3,8/17/20,MISC,,5.5532,4.7738,3,
Q5,,WS55,3,8/17/20,MOSS,,1.7239,1.7235,3,
51SJ,,WS55,3,8/17/20,FLWR,,NA,NA,3,NONE
A06,,TOWR,5,9/13/20,WOOD,,4.3221,1.8891,3,
AB22,,TOWR,5,9/13/20,LEAF,,5.5699,3.8659,3,
32SJ,,TOWR,5,9/13/20,ROOT,,1.8949,1.6572,3,
72SJ,,TOWR,5,9/13/20,MOSS,,1.6606,1.6566,3,
A74,,TOWR,5,9/13/20,FLWR,,3.5095,1.8539,3,
A65,,TOWR,5,9/13/20,MISC,,5.2855,3.9005,3,
71SJ,,TOWR,1,9/13/20,MISC,,7.4688,5.3982,3,
E12,,TOWR,1,9/13/20,LEAF,,5.4848,4.6443,3,
SR12,,TOWR,1,9/13/20,MOSS,,1.69,1.6678,3,
B56,,TOWR,1,9/13/20,FLWR,,3.7575,1.8136,3,
A65,,TOWR,1,9/13/20,ROOT,,13.6948,6.8259,3,
A01,,TOWR,1,9/13/20,WOOD,,29.4811,7.3276,3,
B01,,WS55,2,9/13/20,WOOD,,54.183,11.2249,3,
B64,,WS55,2,9/13/20,LEAF,,3.8004,3.6662,3,
B66,,WS55,2,9/13/20,ROOT,,NA,NA,3,NONE
AB21,,WS55,2,9/13/20,MISC,,7.5356,5.7029,3,
B4,,WS55,2,9/13/20,MOSS,,NA,NA,3,NONE
B17,,WS55,2,9/13/20,FLWR,,4.1795,3.8361,3,
B56,,WS55,5,9/13/20,WOOD,,8.1914,3.9675,3,
E6,,WS55,5,9/13/20,LEAF,,5.8372,3.9468,3,
B7,,WS55,5,9/13/20,ROOT,,3.7124,3.7114,3,
E31,,WS55,5,9/13/20,MISC,,12.4314,7.8594,3,
A5,,WS55,5,9/13/20,MOSS,,NA,NA,3,NONE
B68,,WS55,5,9/13/20,FLWR,,4.1197,3.7325,3,
1522,,TOWR,5,8/17/20,MOSS,,NA,NA,3,NONE
R8,,TOWR,5,8/17/20,FLWR,,2.2088,1.6954,3,
56SJ,,TOWR,5,8/17/20,MISC,,4.9933,3.3649,3,
B8,,TOWR,5,8/17/20,ROOT,,4.1879,3.7695,3,
R10,,TOWR,5,8/17/20,LEAF,,4.1502,3.7484,3,
F02,,TOWR,5,8/17/20,WOOD,,10.8637,6.5621,3,
F81,,TOWR,1,9/13/20,LEAF,,4.6423,3.779,3,
B16,,TOWR,1,9/13/20,WOOD,,6.4672,3.9246,3,
A21,,TOWR,1,9/13/20,MISC,,7.0148,4.5329,3,
E66,,TOWR,1,9/13/20,ROOT,,2.0769,1.6923,3,
69,,TOWR,1,9/13/20,MOSS,,1.7389,1.7377,3,
435J,,TOWR,1,9/13/20,FLWR,,2.9725,1.8684,3,
T05,,WS55,3,9/13/20,WOOD,,8.2806,6.6,3,
B66,,WS55,3,9/13/20,LEAF,,5.2196,3.7805,3,
12SJ,,WS55,3,9/13/20,FLWR,,1.6745,1.6598,3,
51SJ,,WS55,3,9/13/20,MISC,,5.3145,4.4549,3,
a,,WS55,3,9/13/20,ROOT,,NA,NA,3,NONE
b,,WS55,3,9/13/20,MOSS,,NA,NA,3,NONE
703,,TOWR,2,9/13/20,WOOD,,24.284,7.248,3,
a65,,TOWR,2,9/13/20,LEAF,,8.345,6.6268,3,
e12,,TOWR,2,9/13/20,ROOT,,4.6707,3.8238,3,
e48,,TOWR,2,9/13/20,MISC,,10.5941,7.512,3,
sr42,,TOWR,2,9/13/20,MOSS,,NA,NA,3,NONE
b12,,TOWR,2,9/13/20,FLWR,,5.02,3.7371,3,
d,,TOWR,3,9/13/20,WOOD,,1.9769,1.7439,3,
ab20,,TOWR,3,9/13/20,LEAF,,4.1049,3.8833,3,
75,,TOWR,3,9/13/20,ROOT,,NA,NA,3,NONE
ts22,,TOWR,3,9/13/20,MISC,,2.1572,1.9868,3,
sr42,,TOWR,3,9/13/20,MOSS,,NA,NA,3,NONE
955j,,TOWR,3,9/13/20,FLWR,,1.67,1.6506,3,
a58,,WS55,4,9/13/20,WOOD,,2.692,1.8467,3,
b48,,WS55,4,9/13/20,LEAF,,5.3398,3.8999,3,
a12,,WS55,4,9/13/20,ROOT,,1.9436,1.8117,3,
ab18,,WS55,4,9/13/20,MISC,,8.2631,7.1369,3,
B56,,WS55,4,9/13/20,MOSS,,NA,NA,3,NONE
a49,,WS55,4,9/13/20,FLWR,,1.8465,1.828,3,
B9,,WS55,1,9/13/20,WOOD,,8.0411,1.9301,3,
74s7,,WS55,1,9/13/20,LEAF,,2.1689,1.6804,3,
f3,,WS55,1,9/13/20,MOSS,,1.6849,1.6827,3,
14sj,,WS55,1,9/13/20,MISC,,5.0547,3.5697,3,
f4,,WS55,1,9/13/20,FLWR,,1.8653,1.6834,3,
b,,WS55,1,9/13/20,ROOT,,NA,NA,3,NONE
T01,,TOWR,3,10/17/20,LEAF,,13.2197,6.8938,3,
A13,,TOWR,3,10/17/20,WOOD,,6.3353,1.9126,3,
L04,,TOWR,3,10/17/20,ROOT,,7.8874,6.7125,3,
B8,,TOWR,3,10/17/20,MISC,,7.3451,6.0636,3,
A21,,TOWR,3,10/17/20,FLWR,,2.8283,1.7221,3,
A30,,TOWR,3,10/17/20,MOSS,,1.5532,1.5516,3,
B47,,TOWR,4,9/13/20,LEAF,,4.321,3.7577,3,
AB21,,TOWR,4,9/13/20,WOOD,,5.8654,3.9246,3,
65SJ,,TOWR,4,9/13/20,MOSS,,1.6573,1.6569,3,
1SJ,,TOWR,4,9/13/20,FLWR,,1.6994,1.666,3,
63SJ,,TOWR,4,9/13/20,MISC,,5.7148,4.2167,3,
56SJ,,TOWR,4,9/13/20,ROOT,,1.7409,1.6538,3,
710,,WS55,3,10/17/20,WOOD,,14.2937,6.9159,3,
B01,,WS55,3,10/17/20,LEAF,,13.466,6.9505,3,
B69,,WS55,3,10/17/20,ROOT,,NA,NA,3,NONE
R,,WS55,3,10/17/20,MISC,,11.7448,8.5304,3,
A13,,WS55,3,10/17/20,MOSS,,1.5557,1.5556,3,
B32,,WS55,3,10/17/20,FLWR,,3.9706,3.772,3,
F02,,WS55,1,10/17/20,LEAF,,13.8507,6.8223,3,
AB19,,WS55,1,10/17/20,WOOD,,16.2205,4.1449,3,
BM11,,WS55,1,10/17/20,MOSS,,1.7291,1.729,3,
41SJ,,WS55,1,10/17/20,FLWR,,1.6765,1.6589,3,
JE42,,WS55,1,10/17/20,ROOT,,NA,NA,3,NONE
TS42,,WS55,1,10/17/20,MISC,,4.0009,2.8258,3,
F01,,WS55,2,10/17/20,LEAF,,10.2508,6.7897,3,
A3,,WS55,2,10/17/20,WOOD,,2.1604,1.5834,3,
Q5,,WS55,2,10/17/20,ROOT,,1.9688,1.7289,3,
P8,,WS55,2,10/17/20,MOSS,,1.6818,1.681,3,
a,,WS55,2,10/17/20,FLWR,,NA,NA,3,NONE
b,,WS55,2,10/17/20,MISC,,2.5226,2.2229,3,
35J,,TOWR,2,10/17/20,WOOD,,2.1444,1.6609,3,
F10,,TOWR,2,10/17/20,LEAF,,8.7994,6.7406,3,
F07,,TOWR,2,10/17/20,ROOT,,8.8744,6.6885,3,
B77,,TOWR,2,10/17/20,MISC,,6.7963,5.8076,3,
A19,,TOWR,2,10/17/20,MOSS,,1.5397,1.5394,3,
A23,,TOWR,2,10/17/20,FLWR,,1.6374,1.54,3,
E12,,TOWR,5,10/17/20,WOOD,,4.3277,3.7564,3,
705,,TOWR,5,10/17/20,LEAF,,13.9658,6.8059,3,
A44,,TOWR,5,10/17/20,ROOT,,NA,NA,3,NONE
C,,TOWR,5,10/17/20,MISC,,4.2468,3.4567,3,
B48,,TOWR,5,10/17/20,MOSS,,NA,NA,3,NONE
A12,,TOWR,5,10/17/20,FLWR,,3.2738,1.9093,3,
A07,,TOWR,1,10/17/20,WOOD,,7.2996,6.6653,3,
C10,,TOWR,1,10/17/20,LEAF,,9.6513,6.7848,3,
A65,,TOWR,1,10/17/20,ROOT,,21.2316,7.1182,3,
E48,,TOWR,1,10/17/20,MISC,,9.8468,7.8948,3,
A32,,TOWR,1,10/17/20,MOSS,,NA,NA,3,NONE
A58,,TOWR,1,10/17/20,FLWR,,1.8888,1.8229,3,
AB18,,TOWR,4,10/17/20,WOOD,,48.9214,8.2013,3,
T03,,TOWR,4,10/17/20,LEAF,,10.6911,6.7463,3,
SR41,,TOWR,4,10/17/20,ROOT,,9.2975,6.6197,3,
JE11,,TOWR,4,10/17/20,MOSS,,1.7569,1.7564,3,
34SJ,,TOWR,4,10/17/20,FLWR,,3.9734,1.9861,3,
e50,,TOWR,4,10/17/20,MISC,,14.5577,8.6264,3,
C8,,WS55,5,10/17/20,MISC,,6.3132,4.2827,3,
AB24,,WS55,5,10/17/20,LEAF,,4.635,3.8085,3,
B64,,WS55,5,10/17/20,WOOD,,9.7783,3.7344,3,
R4,,WS55,5,10/17/20,MOSS,,1.6807,1.6775,3,
28SJ,,WS55,5,10/17/20,FLWR,,1.9712,1.6894,3,
SR12,,WS55,5,10/17/20,ROOT,,1.6764,1.6666,3,
b32,,WS55,5,11/15/20,WOOD,,10.6448,3.9943,3,
b07,,WS55,5,11/15/20,LEAF,,20.6821,7.2369,3,
ab20,,WS55,5,11/15/20,ROOT,,NA,NA,3,NONE
b16,,WS55,5,11/15/20,MISC,,10.6356,7.7653,3,
253,,WS55,5,11/15/20,MOSS,,1.652,1.6466,3,
a74,,WS55,5,11/15/20,FLWR,,3.0831,1.8402,3,
e20,,WS55,1,11/15/20,WOOD,,14.2901,4.1658,3,
f02,,WS55,1,11/15/20,LEAF,,19.785,7.2281,3,
ab19,,WS55,1,11/15/20,ROOT,,NA,NA,3,NONE
r,,WS55,1,11/15/20,MISC,,7.248,5.3987,3,
ts12,,WS55,1,11/15/20,MOSS,,1.6487,1.6438,3,
g9,,WS55,1,11/15/20,FLWR,,2.1409,1.768,3,
b77,,WS55,3,11/15/20,LEAF,,4.02,3.6724,3,
q9,,WS55,3,11/15/20,WOOD,,4.8796,1.8256,3,
125j,,WS55,3,11/15/20,MISC,,2.9159,2.3878,3,
72sj,,WS55,3,11/15/20,FLWR,,1.6876,1.6574,3,
je,,WS55,3,11/15/20,ROOT,,1.8232,1.7409,3,
515j,,WS55,3,11/15/20,MOSS,,1.6483,1.6475,3,
a07,,WS55,2,11/15/20,WOOD,,13.3982,6.7594,3,
f01,,WS55,2,11/15/20,LEAF,,13.063,6.9142,3,
a12,,WS55,2,11/15/20,ROOT,,NA,NA,3,NONE
e12,,WS55,2,11/15/20,MISC,,6.9971,5.2455,3,
f3,,WS55,2,11/15/20,MOSS,,1.6885,1.6836,3,
a58,,WS55,2,11/15/20,FLWR,,2.236,1.8435,3,
f05,,WS55,4,10/17/20,LEAF,,10.9639,6.8003,3,
