bag_ID,rhodo_acer,DM_start_g,tin_g,tin_DM_g,tin_ash_g,date_dep,date_coll,stream,QC,hole,notes
F0292,R,1.55,3.5177,4.6883,3.6174,7/10/19,8/30/19,CWCR,,,
F0293,R,1.43,3.5554,4.7647,3.6849,7/10/19,8/30/19,WS55,,,
F0294,R,1.47,3.6307,4.6563,3.6951,7/10/19,8/30/19,WS55,,,
F0295,R,1.4,3.5589,4.5764,3.617,7/10/19,8/30/19,WS55,,,
F0296,R,1.49,3.5485,4.6447,3.6134,7/10/19,8/30/19,WS55,,,
F0297,R,1.59,3.5615,4.7661,3.6477,7/10/19,8/30/19,TOWR,,,
F0298,R,1.53,3.6657,4.9425,3.7601,7/10/19,8/30/19,TOWR,,,
F0299,R,1.53,3.6174,4.6397,3.6829,7/10/19,8/30/19,TOWR,,,
F0300,R,1.55,3.6599,4.8534,3.7704,7/10/19,8/30/19,TOWR,,,
F0301,R,1.4,3.5392,4.4771,3.6053,7/10/19,8/30/19,WS09,,,
F0302,R,1.43,3.5407,4.4586,3.5951,7/10/19,8/30/19,WS09,,,
F0303,R,1.47,3.5186,4.4986,3.5885,7/10/19,8/30/19,WS09,,,
F0304,R,1.46,3.6298,4.6917,3.7006,7/10/19,8/30/19,WS09,,,
F0305,R,1.43,3.6247,4.8259,3.6881,7/10/19,8/30/19,HNCR,,,
F0306,R,1.42,3.5234,4.4889,3.5789,7/10/19,8/30/19,HNCR,,,
F0307,R,1.49,3.6754,4.7613,3.7702,7/10/19,8/30/19,HNCR,,,
F0308,R,1.45,3.676,4.6365,3.7582,7/10/19,8/30/19,HNCR,,,
F0309,R,1.51,3.6548,4.7274,3.7647,7/10/19,8/30/19,WS17,,,
F0310,R,1.59,3.542,4.6629,3.6595,7/10/19,8/30/19,WS17,,,
F0311,R,1.59,3.6324,4.8603,3.6963,7/10/19,8/30/19,WS17,,,
F0312,R,1.6,3.5553,4.5949,3.625,7/10/19,8/30/19,WS17,,,
F0313,R,1.55,3.6574,4.8594,3.7817,7/10/19,8/30/19,USHF,,,
F0314,R,1.45,3.5752,4.5538,3.6463,7/10/19,8/30/19,USHF,,,
F0315,R,1.54,3.6475,4.6828,3.7209,7/10/19,8/30/19,USHF,,,
F0316,R,1.45,3.6042,4.7138,3.7089,7/10/19,8/30/19,USHF,,,
F0317,R,1.44,3.5418,4.6807,3.6191,7/10/19,8/30/19,WS37,,,
F0318,R,1.53,3.6672,4.7189,3.7309,7/10/19,8/30/19,WS37,,,
F0319,R,1.4,3.5315,4.5303,3.589,7/10/19,8/30/19,WS37,,,
F0320,R,1.43,3.5585,4.5591,3.6144,7/10/19,8/30/19,WS37,,,
F0321,R,1.59,3.6072,4.7546,3.6727,7/10/19,8/30/19,WS34,,,
F0322,R,1.56,3.6658,4.9236,3.7588,7/10/19,8/30/19,WS34,,,
F0323,R,1.47,3.5271,4.5877,3.5927,7/10/19,8/30/19,WS34,,,
F0324,R,1.43,3.5568,4.5657,3.6157,7/10/19,8/30/19,WS34,,,
F0325,R,1.59,3.6329,4.9049,3.7328,7/10/19,8/30/19,LCCR,,,
F0326,R,1.43,3.5439,4.6256,NA,7/10/19,8/30/19,LCCR,,,
F0327,R,1.48,3.5495,4.617,3.6121,7/10/19,8/30/19,LCCR,,,
F0328,R,1.54,3.5164,4.664,3.5965,7/10/19,8/30/19,LCCR,,,
F0337,A,1.41,3.6158,4.3279,3.7301,7/10/19,8/30/19,WS55,,,
F0338,A,1.43,3.5289,4.2639,3.614,7/10/19,8/30/19,WS55,,,
F0339,A,1.46,3.5456,4.2587,3.6304,7/10/19,8/30/19,WS55,,,
F0340,A,1.48,3.6508,4.4028,3.7288,7/10/19,8/30/19,WS55,,,
F0341,A,1.55,3.6521,4.3351,NA,7/10/19,8/30/19,WS09,,,
F0342,A,1.48,3.5661,4.2438,3.6444,7/10/19,8/30/19,WS09,,,
F0343,A,1.47,3.6491,4.2448,3.7284,7/10/19,8/30/19,WS09,,,
F0344,A,1.57,3.6723,4.3621,NA,7/10/19,8/30/19,WS09,,,
F0345,A,1.43,3.6858,4.4309,3.794,7/10/19,8/30/19,TOWR,,,
F0346,A,1.6,3.6544,4.4045,3.7566,7/10/19,8/30/19,TOWR,,,
F0347,A,1.41,3.6642,4.3242,3.7961,7/10/19,8/30/19,TOWR,,,
F0348,A,1.47,3.649,4.3887,3.746,7/10/19,8/30/19,TOWR,,,
F0349,A,1.52,3.5377,4.2256,3.614,7/10/19,8/30/19,HNCR,,,
F0350,A,1.58,3.6389,3.3708,3.7311,7/10/19,8/30/19,HNCR,,,
F0351,A,1.42,3.5402,4.1796,3.6306,7/10/19,8/30/19,HNCR,,,
F0352,A,1.54,3.5343,4.401,3.6324,7/10/19,8/30/19,HNCR,,,
F0353,A,1.53,3.6427,4.4055,3.8131,7/10/19,8/30/19,WS17,,,
F0354,A,1.57,3.5285,4.1168,3.6156,7/10/19,8/30/19,WS17,,,
F0355,A,1.41,3.5512,4.2552,3.6731,7/10/19,8/30/19,WS17,,,
F0356,A,1.6,3.5329,4.2721,3.6375,7/10/19,8/30/19,WS17,,,
F0357,A,1.54,3.5259,4.265,3.6173,7/10/19,8/30/19,CWCR,,,
F0358,A,1.54,3.551,4.206,3.6407,7/10/19,8/30/19,CWCR,,,
F0359,A,1.5,3.5509,4.3062,3.6506,7/10/19,8/30/19,CWCR,,,
F0360,A,1.49,3.5494,4.2632,3.655,7/10/19,8/30/19,CWCR,,,
F0361,A,1.54,3.6052,4.5657,3.8182,7/10/19,8/30/19,WS34,,,
F0362,A,1.49,3.528,4.2486,3.6889,7/10/19,8/30/19,WS34,,,
F0363,A,1.54,3.5553,4.246,3.6794,7/10/19,8/30/19,WS34,,,
F0364,A,1.5,3.6256,4.3712,3.7637,7/10/19,8/30/19,WS34,,,
F0365,A,1.48,3.6356,4.5087,3.7971,7/10/19,8/30/19,LCCR,,,
F0366,A,1.43,3.5436,4.512,3.6825,7/10/19,8/30/19,LCCR,,,
F0367,A,1.44,3.6319,4.4721,3.7574,7/10/19,8/30/19,LCCR,,,
F0368,A,1.46,3.6457,4.5027,3.7702,7/10/19,8/30/19,LCCR,,,
F0369,A,1.57,3.6337,4.3644,3.769,7/10/19,8/30/19,USHF,,,
F0370,A,1.48,3.5404,4.3662,3.6376,7/10/19,8/30/19,USHF,,,
F0371,A,1.44,3.5201,4.4088,3.6481,7/10/19,8/30/19,USHF,,,
F0372,A,1.58,3.6309,4.4095,3.734,7/10/19,8/30/19,USHF,,,
F0373,A,1.47,3.6067,4.3035,3.68,7/10/19,8/30/19,WS37,,,
F0374,A,1.6,3.6512,4.2157,3.7217,7/10/19,8/30/19,WS37,,,
F0375,A,1.58,3.6282,4.3657,3.7507,7/10/19,8/30/19,WS37,,,
F0376,A,1.53,3.5133,4.0788,3.5675,7/10/19,8/30/19,WS37,,,
